var_id,var_name,var_desc,var_year
C1165700,MS920755,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD GETS HUNGRY AT SAME TIME,1992
C1165800,MS920757,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD WAKES IN THE SAME MOOD,1992
C1165900,MS920759,"TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD CRIES, TURNS AWAY FROM STRANGERS",1992
C1166000,MS920761,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD ACTS AFRAID AROUND STRANGE DOGS/CATS,1992
C1166100,MS920763,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD GETS UPSET WHEN MOM LEAVES,1992
C1166200,MS920765,"TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD CRIES AROUND DOCTOR, NURSE, DENTIST",1992
C1166300,MS920767,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD SMILES/LAUGHS WHEN MOM PLAYS,1992
C1166400,MS920769,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD SMILES/LAUGHS WHEN PLAYING ALONE,1992
C1166500,MS920771,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD SMILES/LAUGHS IN THE BATH,1992
C1166600,MS920773,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD CRIES AT UNEXPECTED SOUNDS,1992
C1166700,MS920811,TEMPERAMENT (0-11 MONTHS): HOW OFTEN MOM HAS TROUBLE CALMING CHILD,1992
C1166800,MS920813,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD GETS FUSSY AND IRRITABLE,1992
C1166900,MS920815,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD CRIES COMPARED TO OTHERS,1992
C1167000,MS920817,"TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD CRIES, TURNS AWAY FROM STRANGERS",1992
C1167100,MS920819,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD ACTS AFRAID AROUND STRANGE DOGS/CATS,1992
C1167200,MS920821,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD GETS UPSET WHEN MOM LEAVES,1992
C1167300,MS920823,"TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD CRIES AROUND DOCTOR, NURSE, DENTIST",1992
C1167400,MS920825,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD SMILES/LAUGHS WHEN MOM PLAYS,1992
C1167500,MS920827,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD SMILES/LAUGHS WHEN PLAYING ALONE,1992
C1167600,MS920829,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD SMILES/LAUGHS IN THE BATH,1992
C1167700,MS920831,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD CRIES AT UNEXPECTED SOUNDS,1992
C1167800,MS920833,TEMPERAMENT (12-23 MONTHS): HOW OFTEN MOM HAS TROUBLE CALMING CHILD,1992
C1167900,MS920835,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD GETS FUSSY AND IRRITABLE,1992
C1168000,MS920837,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD CRIES COMPARED TO OTHERS,1992
C1168100,MS920839,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD EATS WHAT MOM WANTS CHILD TO,1992
C1168200,MS920841,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD OBEYS WHEN TOLD TO EAT,1992
C1168300,MS920843,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD RESISTS GOING TO BED,1992
C1168400,MS920845,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD OBEYS WHEN TOLD GO TO BED,1992
C1168500,MS920847,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD TURNS OFF TV WITH NO PROTEST,1992
C1168600,MS920849,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD OBEYS WHEN TOLD TO TURN OFF TV,1992
C1168700,MS920851,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS SHY WHEN MEETING A NEW CHILD,1992
C1168800,MS920853,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS SHY WHEN MEETING A NEW ADULT,1992
C1168900,MS920855,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD CRIES WHEN SHE/HE IS HURT A LITTLE,1992
C1169000,MS920857,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD LAUGHS/SMILES EASILY,1992
C1169100,MS920859,"TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD FIGHTS, TAKES TOYS, HITS, ETC",1992
C1169200,MS920861,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS WILLING TO SHARE TOYS,1992
C1169300,MS920863,TEMPERAMENT (24-83 MONTHS): HOW OFTEN MOM HAS TROUBLE CALMING CHILD,1992
C1169400,MS920865,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD STAYS CLOSE TO MOM WHEN PLAYING,1992
C1169500,MS920911,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD COPIES MOM'S ACTIONS,1992
C1169600,MS920913,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD GETS UPSET WHEN MOM LEAVES,1992
C1169700,MS920915,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS DEMANDING WHEN MOM IS BUSY,1992
C1169800,MS920917,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD TRIES TO HELP WHEN MOM IS UPSET,1992
C1169900,MS920919,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD WANTS MOM TO HELP HIM/HER,1992
C1170000,MS920921,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD SLEPT THROUGH THE NIGHT IN PAST YEAR,1992
C1192500,ACTVTY1992,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: ACTIVITY RAW SCORE,1992
C1192600,PREDCT1992,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: PREDICTABILITY RAW SCORE,1992
C1192700,FEAR1992,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: FEARFULNESS RAW SCORE,1992
C1192800,AFFECT1992,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: POSITIVE AFFECT RAW SCORE,1992
C1192900,COMPLY1992,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: COMPLIANCE RAW SCORE,1992
C1193000,INSECUR1992,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: INSECURE ATTACHMENT RAW SCORE,1992
C1193100,SOCIAB1992,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: SOCIABILITY RAW SCORE,1992
C1193200,DIFFIC1992,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: DIFFICULTY COMPOSITE RAW SCORE-ABBREV,1992
C1193300,NEGATV1992,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: NEGATIVE HEDONIC TONE COMPOSITE RAW SCORE,1992
C1193400,FRIEND1992,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: FRIENDLINESS COMPOSITE RAW SCORE-ABBREV,1992
C1417700,MS940847,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD SQUIRMS AND KICKS DURING FEEDING,1994
C1417800,MS940849,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD WAVES ARMS DURING FEEDING,1994
C1417900,MS940851,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD MOVES AROUND IN CRIB,1994
C1418000,MS940853,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD GETS SLEEPY AT SAME TIME,1994
C1418100,MS940855,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD GETS HUNGRY AT SAME TIME,1994
C1418200,MS940857,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD WAKES IN THE SAME MOOD,1994
C1418300,MS940859,"TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD CRIES, TURNS AWAY FROM STRANGERS",1994
C1418400,MS940861,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD ACTS AFRAID AROUND STRANGE DOGS/CATS,1994
C1418500,MS940863,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD GETS UPSET WHEN MOM LEAVES,1994
C1418600,MS940865,"TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD CRIES AROUND DOCTOR, NURSE, DENTIST",1994
C1418700,MS940867,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD SMILES/LAUGHS WHEN MOM PLAYS,1994
C1418800,MS940869,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD SMILES/LAUGHS WHEN PLAYING ALONE,1994
C1418900,MS940871,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD SMILES/LAUGHS IN THE BATH,1994
C1419000,MS940873,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD CRIES AT UNEXPECTED SOUNDS,1994
C1419100,MS940911,TEMPERAMENT (0-11 MONTHS): HOW OFTEN MOM HAS TROUBLE CALMING CHILD,1994
C1419200,MS940913,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD GETS FUSSY AND IRRITABLE,1994
C1419300,MS940915,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD CRIES COMPARED TO OTHERS,1994
C1419400,MS940917,"TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD CRIES, TURNS AWAY FROM STRANGERS",1994
C1419500,MS940919,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD ACTS AFRAID AROUND STRANGE DOGS/CATS,1994
C1419600,MS940921,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD GETS UPSET WHEN MOM LEAVES,1994
C1419700,MS940923,"TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD CRIES AROUND DOCTOR, NURSE, DENTIST",1994
C1419800,MS940925,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD SMILES/LAUGHS WHEN MOM PLAYS,1994
C1419900,MS940927,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD SMILES/LAUGHS WHEN PLAYING ALONE,1994
C1420000,MS940929,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD SMILES/LAUGHS IN THE BATH,1994
C1420100,MS940931,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD CRIES AT UNEXPECTED SOUNDS,1994
C1420200,MS940933,TEMPERAMENT (12-23 MONTHS): HOW OFTEN MOM HAS TROUBLE CALMING CHILD,1994
C1420300,MS940935,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD GETS FUSSY AND IRRITABLE,1994
C1420400,MS940937,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD CRIES COMPARED TO OTHERS,1994
C1420500,MS940939,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD EATS WHAT MOM WANTS CHILD TO,1994
C1420600,MS940941,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD OBEYS WHEN TOLD TO EAT,1994
C1420700,MS940943,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD RESISTS GOING TO BED,1994
C1420800,MS940945,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD OBEYS WHEN TOLD GO TO BED,1994
C1420900,MS940947,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD TURNS OFF TV WITH NO PROTEST,1994
C1421000,MS940949,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD OBEYS WHEN TOLD TO TURN OFF TV,1994
C1421100,MS940951,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS SHY WHEN MEETING A NEW CHILD,1994
C1421200,MS940953,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS SHY WHEN MEETING A NEW ADULT,1994
C1421300,MS940955,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD CRIES WHEN SHE/HE IS HURT A LITTLE,1994
C1421400,MS940957,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD LAUGHS/SMILES EASILY,1994
C1421500,MS940959,"TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD FIGHTS, TAKES TOYS, HITS, ETC",1994
C1421600,MS940961,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS WILLING TO SHARE TOYS,1994
C1421700,MS940963,TEMPERAMENT (24-83 MONTHS): HOW OFTEN MOM HAS TROUBLE CALMING CHILD,1994
C1421800,MS940965,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD STAYS CLOSE TO MOM WHEN PLAYING,1994
C1421900,MS941011,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD COPIES MOM'S ACTIONS,1994
C1422000,MS941013,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD GETS UPSET WHEN MOM LEAVES,1994
C1422100,MS941015,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS DEMANDING WHEN MOM IS BUSY,1994
C1422200,MS941017,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD TRIES TO HELP WHEN MOM IS UPSET,1994
C1422300,MS941019,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD WANTS MOM TO HELP HIM/HER,1994
C1422400,MS941021,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD SLEPT THROUGH THE NIGHT IN PAST YEAR,1994
C1500300,ACTVTY1994,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: ACTIVITY RAW SCORE,1994
C1500400,PREDCT1994,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: PREDICTABILITY RAW SCORE,1994
C1500500,FEAR1994,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: FEARFULNESS RAW SCORE,1994
C1500600,AFFECT1994,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: POSITIVE AFFECT RAW SCORE,1994
C1500700,COMPLY1994,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: COMPLIANCE RAW SCORE,1994
C1500800,INSECUR1994,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: INSECURE ATTACHMENT RAW SCORE,1994
C1500900,SOCIAB1994,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: SOCIABILITY RAW SCORE,1994
C1501000,DIFFIC1994,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: DIFFICULTY COMPOSITE RAW SCORE-ABBREV,1994
C1501100,NEGATV1994,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: NEGATIVE HEDONIC TONE COMPOSITE RAW SCORE,1994
C1501200,FRIEND1994,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: FRIENDLINESS COMPOSITE RAW SCORE-ABBREV,1994
C1557200,ACTVTY1996,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: ACTIVITY RAW SCORE,1996
C1557300,PREDCT1996,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: PREDICTABILITY RAW SCORE,1996
C1557400,FEAR1996,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: FEARFULNESS RAW SCORE,1996
C1557500,AFFECT1996,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: POSITIVE AFFECT RAW SCORE,1996
C1557600,COMPLY1996,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: COMPLIANCE RAW SCORE,1996
C1557700,INSECUR1996,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: INSECURE ATTACHMENT RAW SCORE,1996
C1557800,SOCIAB1996,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: SOCIABILITY RAW SCORE,1996
C1557900,DIFFIC1996,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: DIFFICULTY COMPOSITE RAW SCORE - ABBREV,1996
C1558000,NEGATV1996,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: NEGATIVE HEDONIC TONE COMPOSITE RAW SCORE,1996
C1558100,FRIEND1996,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: FRIENDLINESS COMPOSITE RAW SCORE - ABBREV,1996
C1619300,MS960847,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD SQUIRMS AND KICKS DURING FEEDING,1996
C1619400,MS960849,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD WAVES ARMS DURING FEEDING,1996
C1619500,MS960851,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD MOVES AROUND IN CRIB,1996
C1619600,MS960853,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD GETS SLEEPY AT SAME TIME,1996
C1619700,MS960855,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD GETS HUNGRY AT SAME TIME,1996
C1619800,MS960857,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD WAKES IN THE SAME MOOD,1996
C1619900,MS960859,"TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD CRIES, TURNS AWAY FROM STRANGERS",1996
C1620000,MS960861,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD ACTS AFRAID AROUND STRANGE DOGS/CATS,1996
C1620100,MS960863,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD GETS UPSET WHEN MOM LEAVES,1996
C1620200,MS960865,"TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD CRIES AROUND DOCTOR, NURSE, DENTIST",1996
C1620300,MS960867,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD SMILES/LAUGHS WHEN MOM PLAYS,1996
C1620400,MS960869,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD SMILES/LAUGHS WHEN PLAYING ALONE,1996
C1620500,MS960871,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD SMILES/LAUGHS IN THE BATH,1996
C1620600,MS960873,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD CRIES AT UNEXPECTED SOUNDS,1996
C1620700,MS960911,TEMPERAMENT (0-11 MONTHS): HOW OFTEN MOM HAS TROUBLE CALMING CHILD,1996
C1620800,MS960913,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD GETS FUSSY AND IRRITABLE,1996
C1620900,MS960915,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD CRIES COMPARED TO OTHERS,1996
C1621000,MS960917,"TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD CRIES, TURNS AWAY FROM STRANGERS",1996
C1621100,MS960919,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD ACTS AFRAID AROUND STRANGE DOGS/CATS,1996
C1621200,MS960921,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD GETS UPSET WHEN MOM LEAVES,1996
C1621300,MS960923,"TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD CRIES AROUND DOCTOR, NURSE, DENTIST",1996
C1621400,MS960925,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD SMILES/LAUGHS WHEN MOM PLAYS,1996
C1621500,MS960927,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD SMILES/LAUGHS WHEN PLAYING ALONE,1996
C1621600,MS960929,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD SMILES/LAUGHS IN THE BATH,1996
C1621700,MS960931,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD CRIES AT UNEXPECTED SOUNDS,1996
C1621800,MS960933,TEMPERAMENT (12-23 MONTHS): HOW OFTEN MOM HAS TROUBLE CALMING CHILD,1996
C1621900,MS960935,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD GETS FUSSY AND IRRITABLE,1996
C1622000,MS960937,TEMPERAMENT (12-23 MONTHS): HOW OFTEN CHILD CRIES COMPARED TO OTHERS,1996
C1622100,MS960939,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD EATS WHAT MOM WANTS CHILD TO,1996
C1622200,MS960941,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD OBEYS WHEN TOLD TO EAT,1996
C1622300,MS960943,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD RESISTS GOING TO BED,1996
C1622400,MS960945,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD OBEYS WHEN TOLD GO TO BED,1996
C1622500,MS960947,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD TURNS OFF TV WITH NO PROTEST,1996
C1622600,MS960949,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD OBEYS WHEN TOLD TO TURN OFF TV,1996
C1622700,MS960951,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS SHY WHEN MEETING A NEW CHILD,1996
C1622800,MS960953,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS SHY WHEN MEETING A NEW ADULT,1996
C1622900,MS960955,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD CRIES WHEN SHE/HE IS HURT A LITTLE,1996
C1623000,MS960957,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD LAUGHS/SMILES EASILY,1996
C1623100,MS960959,"TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD FIGHTS, TAKES TOYS, HITS, ETC",1996
C1623200,MS960961,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS WILLING TO SHARE TOYS,1996
C1623300,MS960963,TEMPERAMENT (24-83 MONTHS): HOW OFTEN MOM HAS TROUBLE CALMING CHILD,1996
C1623400,MS960965,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD STAYS CLOSE TO MOM WHEN PLAYING,1996
C1623500,MS961011,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD COPIES MOM'S ACTIONS,1996
C1623600,MS961013,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD GETS UPSET WHEN MOM LEAVES,1996
C1623700,MS961015,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD IS DEMANDING WHEN MOM IS BUSY,1996
C1623800,MS961017,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD TRIES TO HELP WHEN MOM IS UPSET,1996
C1623900,MS961019,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD WANTS MOM TO HELP HIM/HER,1996
C1624000,MS961021,TEMPERAMENT (24-83 MONTHS): HOW OFTEN CHILD SLEPT THROUGH THE NIGHT IN PAST YEAR,1996
C1792900,ACTVTY1998,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: ACTIVITY RAW SCORE,1998
C1793000,PREDCT1998,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: PREDICTABILITY RAW SCORE,1998
C1793100,FEAR1998,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: FEARFULNESS RAW SCORE,1998
C1793200,AFFECT1998,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: POSITIVE AFFECT RAW SCORE,1998
C1793300,COMPLY1998,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: COMPLIANCE RAW SCORE,1998
C1793400,INSECUR1998,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: INSECURE ATTACHMENT RAW SCORE,1998
C1793500,SOCIAB1998,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: SOCIABILITY RAW SCORE,1998
C1793600,DIFFIC1998,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: DIFFICULTY COMPOSITE RAW SCORE - ABBREV,1998
C1793700,NEGATV1998,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: NEGATIVE HEDONIC TONE COMPOSITE RAW SCORE,1998
C1793800,FRIEND1998,HOW MY CHILD USUALLY ACTS/TEMPERAMENT: FRIENDLINESS COMPOSITE RAW SCORE - ABBREV,1998
C1960200,MS982A01,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD SQUIRMS AND KICKS DURING FEEDING,1998
C1960300,MS982A02,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD WAVES ARMS DURING FEEDING,1998
C1960400,MS982A03,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD MOVES AROUND IN CRIB,1998
C1960500,MS982A04,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD GETS SLEEPY AT SAME TIME,1998
C1960600,MS982A05,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD GETS HUNGRY AT SAME TIME,1998
C1960700,MS982A06,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD WAKES IN THE SAME MOOD,1998
C1960800,MS982A07,"TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD CRIES, TURNS AWAY FROM STRANGERS",1998
C1960900,MS982A08,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD ACTS AFRAID AROUND STRANGE DOGS/CATS,1998
C1961000,MS982A09,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD GETS UPSET WHEN MOM LEAVES,1998
C1961100,MS982A10,"TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD CRIES AROUND DOCTOR, NURSE, DENTIST",1998
C1961200,MS982A11,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD SMILES/LAUGHS WHEN MOM PLAYS,1998
C1961300,MS982A12,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD SMILES/LAUGHS WHEN PLAYING ALONE,1998
C1961400,MS982A13,TEMPERAMENT (0-11 MONTHS): HOW OFTEN CHILD SMILES/LAUGHS IN THE BATH,1998
